message_key	topic_id	evidence_chunk_count	spans
1104571454:11093	167	2	"[{""chunk_id"":12,""start_char"":2469,""end_char"":2576,""source_start_char"":2483,""source_end_char"":2590},{""chunk_id"":17,""start_char"":2925,""end_char"":3172,""source_start_char"":2971,""source_end_char"":3218}]"
1104571454:11107	159	1	"[{""chunk_id"":1,""start_char"":814,""end_char"":1432,""source_start_char"":813,""source_end_char"":1431}]"
1104571454:1111	1	1	"[{""chunk_id"":3,""start_char"":268,""end_char"":316,""source_start_char"":265,""source_end_char"":313}]"
1104571454:1111	3	2	"[{""chunk_id"":8,""start_char"":831,""end_char"":1152,""source_start_char"":823,""source_end_char"":1144},{""chunk_id"":20,""start_char"":3210,""end_char"":3368,""source_start_char"":3274,""source_end_char"":3432}]"
1104571454:1111	38	1	"[{""chunk_id"":10,""start_char"":1465,""end_char"":1572,""source_start_char"":1455,""source_end_char"":1562}]"
1104571454:1111	59	1	"[{""chunk_id"":5,""start_char"":381,""end_char"":451,""source_start_char"":376,""source_end_char"":446}]"
1104571454:1111	105	1	"[{""chunk_id"":9,""start_char"":1154,""end_char"":1463,""source_start_char"":1145,""source_end_char"":1454}]"
1104571454:1111	115	1	"[{""chunk_id"":24,""start_char"":4224,""end_char"":4413,""source_start_char"":4284,""source_end_char"":4473}]"
1104571454:1111	143	1	"[{""chunk_id"":2,""start_char"":184,""end_char"":266,""source_start_char"":182,""source_end_char"":264}]"
1104571454:1111	179	1	"[{""chunk_id"":1,""start_char"":107,""end_char"":182,""source_start_char"":106,""source_end_char"":181}]"
1104571454:11134	36	1	"[{""chunk_id"":1,""start_char"":406,""end_char"":716,""source_start_char"":405,""source_end_char"":715}]"
1104571454:11134	63	1	"[{""chunk_id"":5,""start_char"":1159,""end_char"":1308,""source_start_char"":1154,""source_end_char"":1303}]"
1104571454:11157	35	1	"[{""chunk_id"":11,""start_char"":2015,""end_char"":2235,""source_start_char"":2044,""source_end_char"":2264}]"
1104571454:11157	82	1	"[{""chunk_id"":5,""start_char"":1412,""end_char"":1483,""source_start_char"":1407,""source_end_char"":1478}]"
1104571454:11157	98	1	"[{""chunk_id"":20,""start_char"":2985,""end_char"":3187,""source_start_char"":3067,""source_end_char"":3269}]"
1104571454:11157	105	1	"[{""chunk_id"":24,""start_char"":3959,""end_char"":4019,""source_start_char"":4048,""source_end_char"":4108}]"
1104571454:11157	120	1	"[{""chunk_id"":3,""start_char"":350,""end_char"":1355,""source_start_char"":347,""source_end_char"":1352}]"
1104571454:11157	143	1	"[{""chunk_id"":1,""start_char"":73,""end_char"":309,""source_start_char"":72,""source_end_char"":308}]"
1104571454:11157	216	1	"[{""chunk_id"":6,""start_char"":1485,""end_char"":1555,""source_start_char"":1479,""source_end_char"":1549}]"
1104571454:11157	220	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":71,""source_start_char"":0,""source_end_char"":71}]"
1104571454:11158	8	1	"[{""chunk_id"":1,""start_char"":687,""end_char"":1625,""source_start_char"":686,""source_end_char"":1624}]"
1104571454:11158	35	2	"[{""chunk_id"":4,""start_char"":1985,""end_char"":2078,""source_start_char"":1981,""source_end_char"":2074},{""chunk_id"":7,""start_char"":2476,""end_char"":2702,""source_start_char"":2469,""source_end_char"":2695}]"
1104571454:11158	38	1	"[{""chunk_id"":9,""start_char"":3218,""end_char"":3372,""source_start_char"":3209,""source_end_char"":3363}]"
1104571454:11158	88	1	"[{""chunk_id"":11,""start_char"":3694,""end_char"":3975,""source_start_char"":3683,""source_end_char"":3964}]"
1104571454:11158	138	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":685,""source_start_char"":0,""source_end_char"":685}]"
1104571454:11158	150	1	"[{""chunk_id"":10,""start_char"":3374,""end_char"":3692,""source_start_char"":3364,""source_end_char"":3682}]"
1104571454:11179	8	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":843,""source_start_char"":0,""source_end_char"":843},{""chunk_id"":1,""start_char"":845,""end_char"":1012,""source_start_char"":844,""source_end_char"":1011},{""chunk_id"":2,""start_char"":1014,""end_char"":1726,""source_start_char"":1012,""source_end_char"":1724}]"
1104571454:11179	68	1	"[{""chunk_id"":4,""start_char"":1911,""end_char"":2725,""source_start_char"":1907,""source_end_char"":2721}]"
1104571454:11179	191	1	"[{""chunk_id"":3,""start_char"":1728,""end_char"":1909,""source_start_char"":1725,""source_end_char"":1906}]"
1104571454:11234	68	1	"[{""chunk_id"":1,""start_char"":454,""end_char"":676,""source_start_char"":452,""source_end_char"":674}]"
1104571454:11234	273	1	"[{""chunk_id"":4,""start_char"":938,""end_char"":1204,""source_start_char"":933,""source_end_char"":1199}]"
1104571454:11251	1	2	"[{""chunk_id"":18,""start_char"":1279,""end_char"":1356,""source_start_char"":1347,""source_end_char"":1424},{""chunk_id"":20,""start_char"":1401,""end_char"":1495,""source_start_char"":1467,""source_end_char"":1561}]"
1104571454:11251	7	1	"[{""chunk_id"":39,""start_char"":3008,""end_char"":3097,""source_start_char"":3111,""source_end_char"":3200}]"
1104571454:11251	11	2	"[{""chunk_id"":5,""start_char"":351,""end_char"":437,""source_start_char"":379,""source_end_char"":465},{""chunk_id"":49,""start_char"":3741,""end_char"":3776,""source_start_char"":3844,""source_end_char"":3879}]"
1104571454:11251	47	1	"[{""chunk_id"":6,""start_char"":439,""end_char"":479,""source_start_char"":466,""source_end_char"":506}]"
1104571454:11251	51	1	"[{""chunk_id"":30,""start_char"":2144,""end_char"":2234,""source_start_char"":2223,""source_end_char"":2313}]"
1104571454:11251	57	3	"[{""chunk_id"":38,""start_char"":2951,""end_char"":3006,""source_start_char"":3055,""source_end_char"":3110},{""chunk_id"":40,""start_char"":3099,""end_char"":3147,""source_start_char"":3201,""source_end_char"":3249},{""chunk_id"":47,""start_char"":3614,""end_char"":3660,""source_start_char"":3719,""source_end_char"":3765}]"
1104571454:11251	58	1	"[{""chunk_id"":37,""start_char"":2732,""end_char"":2949,""source_start_char"":2837,""source_end_char"":3054}]"
1104571454:11251	64	2	"[{""chunk_id"":19,""start_char"":1358,""end_char"":1399,""source_start_char"":1425,""source_end_char"":1466},{""chunk_id"":21,""start_char"":1497,""end_char"":1565,""source_start_char"":1562,""source_end_char"":1630}]"
1104571454:11251	77	1	"[{""chunk_id"":51,""start_char"":3888,""end_char"":3971,""source_start_char"":3989,""source_end_char"":4071}]"
1104571454:11251	91	1	"[{""chunk_id"":16,""start_char"":1113,""end_char"":1213,""source_start_char"":1183,""source_end_char"":1283}]"
1104571454:11251	102	1	"[{""chunk_id"":43,""start_char"":3358,""end_char"":3445,""source_start_char"":3457,""source_end_char"":3544}]"
1104571454:11251	105	1	"[{""chunk_id"":35,""start_char"":2631,""end_char"":2730,""source_start_char"":2720,""source_end_char"":2819}]"
1104571454:11251	117	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":200,""source_start_char"":0,""source_end_char"":200}]"
1104571454:11251	187	1	"[{""chunk_id"":23,""start_char"":1567,""end_char"":1614,""source_start_char"":1653,""source_end_char"":1700}]"
1104571454:11251	202	1	"[{""chunk_id"":33,""start_char"":2384,""end_char"":2498,""source_start_char"":2475,""source_end_char"":2589}]"
1104571454:11251	257	1	"[{""chunk_id"":15,""start_char"":1078,""end_char"":1111,""source_start_char"":1149,""source_end_char"":1182}]"
1104571454:11251	259	1	"[{""chunk_id"":1,""start_char"":202,""end_char"":261,""source_start_char"":201,""source_end_char"":260}]"
1104571454:11279	5	1	"[{""chunk_id"":6,""start_char"":1280,""end_char"":2627,""source_start_char"":1274,""source_end_char"":2621}]"
1104571454:11279	16	1	"[{""chunk_id"":8,""start_char"":2707,""end_char"":2781,""source_start_char"":2699,""source_end_char"":2773}]"
1104571454:11279	43	1	"[{""chunk_id"":1,""start_char"":826,""end_char"":937,""source_start_char"":825,""source_end_char"":936}]"
1104571454:11279	46	1	"[{""chunk_id"":7,""start_char"":2629,""end_char"":2705,""source_start_char"":2622,""source_end_char"":2698}]"
1104571454:11279	83	1	"[{""chunk_id"":2,""start_char"":939,""end_char"":999,""source_start_char"":937,""source_end_char"":997}]"
1104571454:1130	1	1	"[{""chunk_id"":1,""start_char"":297,""end_char"":397,""source_start_char"":296,""source_end_char"":396}]"
1104571454:1130	4	6	"[{""chunk_id"":3,""start_char"":518,""end_char"":939,""source_start_char"":515,""source_end_char"":936},{""chunk_id"":5,""start_char"":1368,""end_char"":1427,""source_start_char"":1363,""source_end_char"":1422},{""chunk_id"":11,""start_char"":1962,""end_char"":2168,""source_start_char"":1962,""source_end_char"":2168},{""chunk_id"":13,""start_char"":2245,""end_char"":2427,""source_start_char"":2243,""source_end_char"":2425},{""chunk_id"":15,""start_char"":2539,""end_char"":2915,""source_start_char"":2535,""source_end_char"":2911},{""chunk_id"":18,""start_char"":3367,""end_char"":3436,""source_start_char"":3360,""source_end_char"":3429}]"
1104571454:1130	5	1	"[{""chunk_id"":14,""start_char"":2429,""end_char"":2537,""source_start_char"":2426,""source_end_char"":2534}]"
1104571454:1130	16	1	"[{""chunk_id"":9,""start_char"":1776,""end_char"":1883,""source_start_char"":1778,""source_end_char"":1885}]"
1104571454:1130	73	1	"[{""chunk_id"":10,""start_char"":1885,""end_char"":1960,""source_start_char"":1886,""source_end_char"":1961}]"
1104571454:1130	255	1	"[{""chunk_id"":12,""start_char"":2170,""end_char"":2243,""source_start_char"":2169,""source_end_char"":2242}]"
1104571454:11334	32	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":449,""source_start_char"":0,""source_end_char"":449},{""chunk_id"":1,""start_char"":451,""end_char"":637,""source_start_char"":450,""source_end_char"":636}]"
1104571454:11343	82	1	"[{""chunk_id"":3,""start_char"":670,""end_char"":880,""source_start_char"":678,""source_end_char"":888}]"
1104571454:11343	88	1	"[{""chunk_id"":4,""start_char"":882,""end_char"":956,""source_start_char"":889,""source_end_char"":963}]"
1104571454:11375	6	4	"[{""chunk_id"":0,""start_char"":0,""end_char"":309,""source_start_char"":0,""source_end_char"":309},{""chunk_id"":2,""start_char"":438,""end_char"":601,""source_start_char"":436,""source_end_char"":599},{""chunk_id"":3,""start_char"":603,""end_char"":769,""source_start_char"":600,""source_end_char"":766},{""chunk_id"":5,""start_char"":850,""end_char"":1780,""source_start_char"":845,""source_end_char"":1775}]"
1104571454:11375	11	2	"[{""chunk_id"":4,""start_char"":771,""end_char"":848,""source_start_char"":767,""source_end_char"":844},{""chunk_id"":7,""start_char"":1886,""end_char"":1939,""source_start_char"":1879,""source_end_char"":1932}]"
1104571454:11375	117	1	"[{""chunk_id"":1,""start_char"":311,""end_char"":436,""source_start_char"":310,""source_end_char"":435}]"
1104571454:11376	23	2	"[{""chunk_id"":4,""start_char"":1444,""end_char"":1783,""source_start_char"":1440,""source_end_char"":1779},{""chunk_id"":7,""start_char"":2339,""end_char"":2693,""source_start_char"":2332,""source_end_char"":2686}]"
1104571454:11376	62	1	"[{""chunk_id"":11,""start_char"":3291,""end_char"":3529,""source_start_char"":3301,""source_end_char"":3539}]"
1104571454:11376	107	3	"[{""chunk_id"":1,""start_char"":639,""end_char"":989,""source_start_char"":638,""source_end_char"":988},{""chunk_id"":3,""start_char"":1169,""end_char"":1442,""source_start_char"":1166,""source_end_char"":1439},{""chunk_id"":6,""start_char"":2049,""end_char"":2337,""source_start_char"":2043,""source_end_char"":2331}]"
1104571454:11425	68	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":743,""source_start_char"":0,""source_end_char"":742}]"
1104571454:11425	166	1	"[{""chunk_id"":2,""start_char"":745,""end_char"":1069,""source_start_char"":753,""source_end_char"":1077}]"
1104571454:11432	23	2	"[{""chunk_id"":2,""start_char"":732,""end_char"":873,""source_start_char"":729,""source_end_char"":870},{""chunk_id"":4,""start_char"":939,""end_char"":1656,""source_start_char"":934,""source_end_char"":1651}]"
1104571454:11432	53	1	"[{""chunk_id"":1,""start_char"":632,""end_char"":730,""source_start_char"":630,""source_end_char"":728}]"
1104571454:11482	6	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":490,""source_start_char"":0,""source_end_char"":490},{""chunk_id"":3,""start_char"":1752,""end_char"":2815,""source_start_char"":1749,""source_end_char"":2812}]"
1104571454:11482	281	2	"[{""chunk_id"":1,""start_char"":492,""end_char"":1468,""source_start_char"":491,""source_end_char"":1467},{""chunk_id"":2,""start_char"":1470,""end_char"":1750,""source_start_char"":1468,""source_end_char"":1748}]"
1104571454:11498	38	1	"[{""chunk_id"":2,""start_char"":1096,""end_char"":1206,""source_start_char"":1094,""source_end_char"":1204}]"
1104571454:11498	143	2	"[{""chunk_id"":1,""start_char"":974,""end_char"":1094,""source_start_char"":973,""source_end_char"":1093},{""chunk_id"":3,""start_char"":1208,""end_char"":1346,""source_start_char"":1205,""source_end_char"":1343}]"
1104571454:11511	72	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":724,""source_start_char"":0,""source_end_char"":724},{""chunk_id"":1,""start_char"":726,""end_char"":1588,""source_start_char"":725,""source_end_char"":1587},{""chunk_id"":2,""start_char"":1590,""end_char"":2138,""source_start_char"":1588,""source_end_char"":2136}]"
1104571454:11521	14	1	"[{""chunk_id"":12,""start_char"":1925,""end_char"":2067,""source_start_char"":1950,""source_end_char"":2092}]"
1104571454:11521	71	1	"[{""chunk_id"":7,""start_char"":1267,""end_char"":1752,""source_start_char"":1278,""source_end_char"":1763}]"
1104571454:11521	74	1	"[{""chunk_id"":10,""start_char"":1854,""end_char"":1876,""source_start_char"":1881,""source_end_char"":1903}]"
1104571454:11521	87	1	"[{""chunk_id"":5,""start_char"":990,""end_char"":1215,""source_start_char"":1003,""source_end_char"":1228}]"
1104571454:11521	91	1	"[{""chunk_id"":4,""start_char"":894,""end_char"":988,""source_start_char"":908,""source_end_char"":1002}]"
1104571454:11521	118	1	"[{""chunk_id"":6,""start_char"":1217,""end_char"":1265,""source_start_char"":1229,""source_end_char"":1277}]"
1104571454:11521	167	1	"[{""chunk_id"":2,""start_char"":712,""end_char"":802,""source_start_char"":728,""source_end_char"":818}]"
1104571454:11521	253	1	"[{""chunk_id"":3,""start_char"":804,""end_char"":892,""source_start_char"":819,""source_end_char"":907}]"
1104571454:11540	72	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":413,""source_start_char"":0,""source_end_char"":413},{""chunk_id"":1,""start_char"":415,""end_char"":562,""source_start_char"":414,""source_end_char"":561},{""chunk_id"":2,""start_char"":564,""end_char"":1283,""source_start_char"":562,""source_end_char"":1281}]"
1104571454:11540	278	1	"[{""chunk_id"":4,""start_char"":2260,""end_char"":2966,""source_start_char"":2255,""source_end_char"":2961}]"
1104571454:11629	8	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":366,""source_start_char"":0,""source_end_char"":366},{""chunk_id"":2,""start_char"":1223,""end_char"":1919,""source_start_char"":1221,""source_end_char"":1917},{""chunk_id"":3,""start_char"":1921,""end_char"":2895,""source_start_char"":1918,""source_end_char"":2892}]"
1104571454:11629	145	1	"[{""chunk_id"":1,""start_char"":368,""end_char"":1221,""source_start_char"":367,""source_end_char"":1220}]"
1104571454:11660	145	1	"[{""chunk_id"":2,""start_char"":1435,""end_char"":1824,""source_start_char"":1433,""source_end_char"":1822}]"
1104571454:11687	8	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":300,""source_start_char"":0,""source_end_char"":300},{""chunk_id"":1,""start_char"":302,""end_char"":1076,""source_start_char"":301,""source_end_char"":1075}]"
1104571454:11687	57	1	"[{""chunk_id"":4,""start_char"":2340,""end_char"":2366,""source_start_char"":2336,""source_end_char"":2362}]"
1104571454:11687	68	1	"[{""chunk_id"":3,""start_char"":2105,""end_char"":2338,""source_start_char"":2102,""source_end_char"":2335}]"
1104571454:11699	8	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":223,""source_start_char"":0,""source_end_char"":223}]"
1104571454:11715	11	2	"[{""chunk_id"":3,""start_char"":1136,""end_char"":1465,""source_start_char"":1133,""source_end_char"":1462},{""chunk_id"":5,""start_char"":1758,""end_char"":1979,""source_start_char"":1753,""source_end_char"":1974}]"
1104571454:11715	17	1	"[{""chunk_id"":4,""start_char"":1467,""end_char"":1756,""source_start_char"":1463,""source_end_char"":1752}]"
1104571454:11815	246	1	"[{""chunk_id"":2,""start_char"":452,""end_char"":565,""source_start_char"":450,""source_end_char"":563}]"
1104571454:11817	1	2	"[{""chunk_id"":36,""start_char"":2480,""end_char"":2520,""source_start_char"":2634,""source_end_char"":2674},{""chunk_id"":54,""start_char"":3820,""end_char"":3922,""source_start_char"":3996,""source_end_char"":4098}]"
1104571454:11817	8	2	"[{""chunk_id"":12,""start_char"":822,""end_char"":905,""source_start_char"":862,""source_end_char"":945},{""chunk_id"":27,""start_char"":1983,""end_char"":2079,""source_start_char"":2081,""source_end_char"":2177}]"
