Topic	Words	Frequency	Timestamp
43	dollar, exchange, pound, reasonable, reserves	8	2017-10-14 15:31:48.743119264
45	drugs, drug, seized, gang, east	7	2017-10-14 15:31:48.743119264
46	trafficking, human, smuggling, forum, combat	4	2017-10-14 15:31:48.743119264
47	true, completely, surprising, certain, think	6	2017-10-14 15:31:48.743119264
48	african, umbrella, union, welcomed, hosting	1	2017-10-14 15:31:48.743119264
49	stagnation, treatments, lord, imam, effective	3	2017-10-14 15:31:48.743119264
51	meter, categories, gain, reading, legislation	3	2017-10-14 15:31:48.743119264
52	places, delivered, pledged, secure, basic	2	2017-10-14 15:31:48.743119264
55	prof, hello, worthy, remain, absent	2	2017-10-14 15:31:48.743119264
56	unregistered, shout, cards, million, networks	2	2017-10-14 15:31:48.743119264
57	lottery, pages, 2017, morning, monitored	4	2017-10-14 15:31:48.743119264
58	sellers, deported, responsible, hold, begging	4	2017-10-14 15:31:48.743119264
60	parliament, meter, prohibition, budget, citizen	5	2017-10-14 15:31:48.743119264
62	2017, headlines, radio, november, newspapers	1	2017-10-14 15:31:48.743119264
65	wasted, hospital, minute, funds, maintained	4	2017-10-14 15:31:48.743119264
70	passport, ask, passports, procedure, counter	4	2017-10-14 15:31:48.743119264
71	yemeni, promoting, journalists, litigation, continuous	3	2017-10-14 15:31:48.743119264
73	bashir, preservation, surroundings, congratulated, solid	1	2017-10-14 15:31:48.743119264
74	waiting, talks, left, continued, year	4	2017-10-14 15:31:48.743119264
75	pure, door, escape, investment, speedy	2	2017-10-14 15:31:48.743119264
79	water, summer, irrigation, tripartite, scarcity	5	2017-10-14 15:31:48.743119264
81	restrict, exceeding, cadres, trend, attention	2	2017-10-14 15:31:48.743119264
83	personnel, challenge, permanent, doctors, concluding	3	2017-10-14 15:31:48.743119264
84	guarantor, arresting, mentioned, possibility, question	1	2017-10-14 15:31:48.743119264
86	religious, tolerance, bashir, values, religion	5	2017-10-14 15:31:48.743119264
87	migrant, workers, prosperity, salary, mark	6	2017-10-14 15:31:48.743119264
88	embargo, banking, stopped, facilities, providing	1	2017-10-14 15:31:48.743119264
89	choices, chinese, makes, strengthens, diplomacy	5	2017-10-14 15:31:48.743119264
91	reintegration, commission, programme, italian, ceremony	1	2017-10-14 15:31:48.743119264
92	clearing, surrounding, threats, calm, town	1	2017-10-14 15:31:48.743119264
94	oil, taxes, kirkuk, prices, discussions	7	2017-10-14 15:31:48.743119264
95	affiliation, tolerance, sky, conflicts, elections	2	2017-10-14 15:31:48.743119264
97	journalists, article, issue, opinion, media	7	2017-10-14 15:31:48.743119264
98	ethiopians, pays, 400, blood, money	2	2017-10-14 15:31:48.743119264
103	numbered, lose, invaded, natural, outskirts	1	2017-10-14 15:31:48.743119264
105	ordinary, amin, legislative, ezzedine, publications	4	2017-10-14 15:31:48.743119264
106	parliament, custodian, mosques, holy, embassy	2	2017-10-14 15:31:48.743119264
111	kidney, embassies, patients, dialysis, operations	5	2017-10-14 15:31:48.743119264
115	explicit, costs, exceeded, plundering, wealth	1	2017-10-14 15:31:48.743119264
117	housing, fund, estate, installments, mps	3	2017-10-14 15:31:48.743119264
118	love, sleeping, desire, emotional, crying	3	2017-10-14 15:31:48.743119264
121	meteorology, peak, temperatures, winds, instability	1	2017-10-14 15:31:48.743119264
126	arrivals, perform, chinese, receiving, million	1	2017-10-14 15:31:48.743119264
132	faki, gunmen, kalma, wounding, previously	1	2017-10-14 15:31:48.743119264
138	nuba, shame, congress, origin, voting	5	2017-10-14 15:31:48.743119264
143	symbol, atta, bashir, weak, mohamed	2	2017-10-14 15:31:48.743119264
144	resignation, minute, whatsapp, film, series	2	2017-10-14 15:31:48.743119264
145	terrorism, list, sponsoring, credibility, strategy	5	2017-10-14 15:31:48.743119264
147	wrong, heads, worthy, fulfilled, migration	3	2017-10-14 15:31:48.743119264
149	suicide, animal, mass, golden, bird	1	2017-10-14 15:31:48.743119264
150	growth, investment, economy, subsidies, succeeded	8	2017-10-14 15:31:48.743119264
153	transportation, bus, buses, street, line	3	2017-10-14 15:31:48.743119264
155	road, qasim, mellit, roads, forward	2	2017-10-14 15:31:48.743119264
161	associations, 48, 300, activists, 30	1	2017-10-14 15:31:48.743119264
162	striving, contributing, tayeb, din, development	2	2017-10-14 15:31:48.743119264
166	uniting, soft, opponents, engagement, minimum	2	2017-10-14 15:31:48.743119264
167	expense, decided, coffee, worker, regain	1	2017-10-14 15:31:48.743119264
168	sir, sarah, taj, obstruct, satisfied	2	2017-10-14 15:31:48.743119264
172	brotherhood, criticism, delivers, things, movement	2	2017-10-14 15:31:48.743119264
179	hammam, shafiq, magdy, science, technology	14	2017-10-14 15:31:48.743119264
181	salvation, soldiers, 20, killed, national	1	2017-10-14 15:31:48.743119264
182	collective, european, policy, dialogue, agendas	1	2017-10-14 15:31:48.743119264
183	love, expatriate, rational, guardian, refrain	2	2017-10-14 15:31:48.743119264
188	penalty, privacy, communications, law, phones	6	2017-10-14 15:31:48.743119264
191	mediator, negotiate, unified, let, know	1	2017-10-14 15:31:48.743119264
200	seventh, friendship, hall, door, weapon	2	2017-10-14 15:31:48.743119264
206	separating, correction, lessons, book, private	2	2017-10-14 15:31:48.743119264
208	medium, term, sanctions, lifting, impact	1	2017-10-14 15:31:48.743119264
209	intelligence, employees, ashkit, egyptian, service	3	2017-10-14 15:31:48.743119264
221	birds, eagles, darkness, monetary, revenge	4	2017-10-14 15:31:48.743119264
222	shendi, tourism, travel, company, ticket	3	2017-10-14 15:31:48.743119264
225	cars, confiscate, wheel, drive, effect	2	2017-10-14 15:31:48.743119264
227	method, consensus, dam, operating, necessity	2	2017-10-14 15:31:48.743119264
236	observatory, imprisonment, charges, establishing, life	2	2017-10-14 15:31:48.743119264
247	ella, colleagues, stand, man, able	2	2017-10-14 15:31:48.743119264
249	ella, dismissal, drug, involved, employees	2	2017-10-14 15:31:48.743119264
251	exists, sound, longer, emigrate, income	1	2017-10-14 15:31:48.743119264
253	discover, discovered, ones, let, time	3	2017-10-14 15:31:48.743119264
256	umma, party, foodstuffs, intend, iron	3	2017-10-14 15:31:48.743119264
258	2017, preparation, monitoring, newspapers, headlines	9	2017-10-14 15:31:48.743119264
259	mothers, did, pregnant, honey, nutritional	2	2017-10-14 15:31:48.743119264
269	idea, ambition, assignment, desired, productive	1	2017-10-14 15:31:48.743119264
273	rebuild, hate, love, subjected, destruction	1	2017-10-14 15:31:48.743119264
274	2017, preparation, monitoring, newspapers, headlines	7	2017-10-14 15:31:48.743119264
281	locality, addressing, presidency, basic, republic	1	2017-10-14 15:31:48.743119264
-1	hilal, bashir, al, musa, salt	324	2017-11-13 21:43:17.091743118
0	counted, 24, 14, awakening, wounded	1	2017-11-13 21:43:17.091743118
1	school, buying, students, cards, session	14	2017-11-13 21:43:17.091743118
2	corridor, south, million, famine, mark	6	2017-11-13 21:43:17.091743118
3	hilal, al, sports, wins, cup	9	2017-11-13 21:43:17.091743118
4	qatari, iran, highness, saudi, yemeni	62	2017-11-13 21:43:17.091743118
5	forging, trial, answer, hammam, shafiq	4	2017-11-13 21:43:17.091743118
6	highness, shura, egyptian, ethiopian, editorial	2	2017-11-13 21:43:17.091743118
8	israeli, israel, palestinian, jordan, historic	10	2017-11-13 21:43:17.091743118
11	livestock, plan, agricultural, earth, production	3	2017-11-13 21:43:17.091743118
12	explosive, accidents, governorates, discovered, rainfall	2	2017-11-13 21:43:17.091743118
13	world, god, oh, lord, ask	1	2017-11-13 21:43:17.091743118
16	elections, parties, recommendations, census, wasting	6	2017-11-13 21:43:17.091743118
17	qatar, making, 96, assistants, justifications	1	2017-11-13 21:43:17.091743118
18	rwanda, rwandan, exile, 800, moderate	1	2017-11-13 21:43:17.091743118
19	bakhit, european, foreign, cooperation, affairs	2	2017-11-13 21:43:17.091743118
20	congratulations, position, global, replaced, fatigue	1	2017-11-13 21:43:17.091743118
23	suit, weight, decided, hilal, come	1	2017-11-13 21:43:17.091743118
25	refugees, unhcr, voluntarily, commissioner, high	4	2017-11-13 21:43:17.091743118
27	ambush, vehicle, occurred, telling, regiment	2	2017-11-13 21:43:17.091743118
30	traders, exchange, dollar, parallel, rate	6	2017-11-13 21:43:17.091743118
31	aircraft, chinese, 60, airport, owned	3	2017-11-13 21:43:17.091743118
32	census, recommended, evaluate, documentation, tower	1	2017-11-13 21:43:17.091743118
33	gaps, drawn, acknowledged, bakri, appoint	3	2017-11-13 21:43:17.091743118
34	earthquake, 180, wind, felt, dams	3	2017-11-13 21:43:17.091743118
35	militants, violate, principle, ceasefire, actions	1	2017-11-13 21:43:17.091743118
37	hilal, mediator, contacts, knew, unfortunately	1	2017-11-13 21:43:17.091743118
38	compatible, procedure, code, amendments, independent	2	2017-11-13 21:43:17.091743118
40	gold, pushes, auditor, productive, proposals	2	2017-11-13 21:43:17.091743118
43	dollar, step, knows, price, banks	11	2017-11-13 21:43:17.091743118
45	drugs, combating, intentional, acknowledged, difficulty	4	2017-11-13 21:43:17.091743118
46	investigations, trafficking, provisions, prosecution, human	2	2017-11-13 21:43:17.091743118
47	doors, difficult, want, close, open	1	2017-11-13 21:43:17.091743118
48	continent, protocol, african, ababa, unified	1	2017-11-13 21:43:17.091743118
50	telegram, follow, httpstmesudaaan, channel, whatsapp	1	2017-11-13 21:43:17.091743118
51	electricity, station, chinese, masar, generation	4	2017-11-13 21:43:17.091743118
52	integrating, cold, original, options, stay	2	2017-11-13 21:43:17.091743118
56	bit, circulating, false, began, despite	1	2017-11-13 21:43:17.091743118
57	2017, 26, preparation, monitoring, november	1	2017-11-13 21:43:17.091743118
58	professions, councils, draft, speakers, playing	1	2017-11-13 21:43:17.091743118
59	customs, benefits, expatriates, older, intersections	4	2017-11-13 21:43:17.091743118
60	dues, non, checks, payment, violating	1	2017-11-13 21:43:17.091743118
62	hammam, shafiq, 2017, magdy, headlines	1	2017-11-13 21:43:17.091743118
63	god, power, uproot, choosing, authority	1	2017-11-13 21:43:17.091743118
65	patients, industry, technicians, surgical, treatment	3	2017-11-13 21:43:17.091743118
66	examining, roles, missions, sake, kiir	2	2017-11-13 21:43:17.091743118
68	homelands, positions, loyal, debt, sons	2	2017-11-13 21:43:17.091743118
71	hour, journalists, harvest, 30, spokesman	1	2017-11-13 21:43:17.091743118
73	halayeb, clouds, opinion, display, kirkuk	3	2017-11-13 21:43:17.091743118
74	advised, advice, understand, did, saying	2	2017-11-13 21:43:17.091743118
77	artists, plastic, artist, shops, painting	2	2017-11-13 21:43:17.091743118
78	terrorism, complicated, objective, creation, identified	2	2017-11-13 21:43:17.091743118
79	thirst, suffer, underway, 56, 36	1	2017-11-13 21:43:17.091743118
81	immigrants, americans, trump, wall, immigration	2	2017-11-13 21:43:17.091743118
83	health, 60, numbering, immigrated, interfering	2	2017-11-13 21:43:17.091743118
84	maulana, babiker, provisions, referring, prosecution	3	2017-11-13 21:43:17.091743118
87	workforce, mistake, furniture, wrong, guarantees	4	2017-11-13 21:43:17.091743118
88	debts, debt, bank, world, spring	11	2017-11-13 21:43:17.091743118
93	import, pharmacies, creating, drug, pharmaceutical	2	2017-11-13 21:43:17.091743118
94	jordanian, jordan, prices, oil, fuel	3	2017-11-13 21:43:17.091743118
102	agreements, amend, trump, withdrew, climate	2	2017-11-13 21:43:17.091743118
105	connect, waters, reservoir, contribution, bashir	3	2017-11-13 21:43:17.091743118
107	khater, amal, adam, prince, musa	1	2017-11-13 21:43:17.091743118
108	described, project, humanitarian, national, aid	1	2017-11-13 21:43:17.091743118
112	libya, migrants, libyan, immigrants, african	5	2017-11-13 21:43:17.091743118
115	recruit, unemployment, intends, poverty, organize	2	2017-11-13 21:43:17.091743118
132	salam, acting, planning, readiness, statements	1	2017-11-13 21:43:17.091743118
135	climate, aware, capable, confronting, ways	1	2017-11-13 21:43:17.091743118
138	elections, recommendations, practice, effectiveness, voting	1	2017-11-13 21:43:17.091743118
141	assistants, falsehood, incorrect, salem, dream	1	2017-11-13 21:43:17.091743118
143	arrest, bashir, trial, 50, hilal	1	2017-11-13 21:43:17.091743118
145	terrorism, list, sponsoring, bakhit, build	2	2017-11-13 21:43:17.091743118
153	railways, jordan, arabian, transportation, connect	2	2017-11-13 21:43:17.091743118
155	road, length, makkawi, 88, projects	1	2017-11-13 21:43:17.091743118
159	abyei, disputed, unicef, ethnicity, deployed	1	2017-11-13 21:43:17.091743118
167	outlets, false, commensurate, garda, mouth	1	2017-11-13 21:43:17.091743118
168	publishes, exciting, akhbar, russian, dialogue	1	2017-11-13 21:43:17.091743118
169	abide, hostility, friendship, disaster, seek	1	2017-11-13 21:43:17.091743118
172	refusal, declare, perpetrators, operation, attack	1	2017-11-13 21:43:17.091743118
178	musa, hilal, dealt, policy, salem	1	2017-11-13 21:43:17.091743118
179	hammam, shafiq, magdy, science, technology	12	2017-11-13 21:43:17.091743118
181	crush, bashir, rebels, violent, used	1	2017-11-13 21:43:17.091743118
182	london, british, britain, reforms, bilateral	2	2017-11-13 21:43:17.091743118
188	promoted, prosecution, stating, legal, contrary	2	2017-11-13 21:43:17.091743118
189	rwandan, rwanda, migrants, helpless, formula	1	2017-11-13 21:43:17.091743118
196	hotbed, fugitives, thieves, salem, recent	1	2017-11-13 21:43:17.091743118
200	liberation, movement, wahid, hostilities, cessation	1	2017-11-13 21:43:17.091743118
201	leaking, tayeb, waters, clarification, parliamentary	1	2017-11-13 21:43:17.091743118
202	filing, withdrawn, comments, delay, draft	1	2017-11-13 21:43:17.091743118
216	hit, storms, weather, floods, poor	3	2017-11-13 21:43:17.091743118
222	tourist, tourism, concerted, festival, organizing	1	2017-11-13 21:43:17.091743118
234	broke, destroyed, old, contents, houses	2	2017-11-13 21:43:17.091743118
245	short, coffee, intellectuals, writers, circles	1	2017-11-13 21:43:17.091743118
255	presidency, mars, abyei, removal, concessions	3	2017-11-13 21:43:17.091743118
258	2017, preparation, monitoring, newspapers, headlines	7	2017-11-13 21:43:17.091743118
269	weekly, goes, declaring, problem, want	2	2017-11-13 21:43:17.091743118
271	tighten, recommendations, points, implemented, crossings	1	2017-11-13 21:43:17.091743118
274	preparation, 2017, monitoring, newspapers, headlines	3	2017-11-13 21:43:17.091743118
278	presidential, bashir, exchange, directives, rate	1	2017-11-13 21:43:17.091743118
281	mayor, village, locality, shall, hands	1	2017-11-13 21:43:17.091743118
-1	al, bashir, projects, republic, president	219	2017-12-14 03:54:45.440366972
0	bordering, restrict, wheel, returned, km	3	2017-12-14 03:54:45.440366972
1	students, bakri, saluted, education, pointing	14	2017-12-14 03:54:45.440366972
2	food, aid, humanitarian, saving, provide	6	2017-12-14 03:54:45.440366972
3	qatar, gulf, french, tomorrow, winning	5	2017-12-14 03:54:45.440366972
4	iran, turkish, yemeni, qatari, syria	29	2017-12-14 03:54:45.440366972
5	denial, published, title, morning, saturday	1	2017-12-14 03:54:45.440366972
6	eritrea, border, ethiopian, crossings, eritrean	13	2017-12-14 03:54:45.440366972
7	hepatitis, foreigners, infected, transmitted, deported	3	2017-12-14 03:54:45.440366972
8	palestinian, israel, israeli, trump, seekers	18	2017-12-14 03:54:45.440366972
10	women, mere, occurrence, workshops, engage	3	2017-12-14 03:54:45.440366972
11	establishments, canal, maintenance, rehabilitation, project	1	2017-12-14 03:54:45.440366972
12	known, innocent, group, killed, civilians	1	2017-12-14 03:54:45.440366972
13	supporter, wake, walk, greatest, great	1	2017-12-14 03:54:45.440366972
17	charitable, cross, din, organization, activities	3	2017-12-14 03:54:45.440366972
18	decent, livelihoods, firm, ability, seeks	1	2017-12-14 03:54:45.440366972
19	countries, egyptian, cairo, egypt, relations	7	2017-12-14 03:54:45.440366972
20	renewal, harassment, radio, york, 91	2	2017-12-14 03:54:45.440366972
23	conflicts, resign, issam, adheres, dialogue	3	2017-12-14 03:54:45.440366972
25	refugees, commissioner, return, chad, chadian	3	2017-12-14 03:54:45.440366972
26	declaring, 2017, 50, regarding, emergency	1	2017-12-14 03:54:45.440366972
30	banks, banking, bank, dollar, exchange	6	2017-12-14 03:54:45.440366972
